Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
5189,KROS,Healthcare,Biotechnology,NASDAQ,55.71,11.64,75.38,8.72,65.65,16.4,63.02,15.69,98.54,55.59,95.11,60.49,9.91,207814288.5,19791837.0,0.08229999,-56.05,413200,1.25,11.27,-12.07,11.34,-12.61,11.38,-12.92,6.55,18.47,391540,330876,425746,-0.998
5190,GPMT,Real Estate,REIT - Mortgage,NYSE,55.67,11.62,83.96,20.48,59.41,12.46,65.52,17.15,59.87,14.25,86.76,40.9,1.3,65649886.47849858,47919625.0,0.0050999997,-58.27,187500,1.36,1.4,-7.14,1.44,-9.72,1.45,-10.34,6.42,0.0,151780,137660,161434,0.928
5191,XCUR,Healthcare,Biotechnology,NASDAQ,55.61,11.59,76.39,9.66,57.61,11.42,49.73,9.3,56.33,12.64,50.53,9.04,2.89,18101918.052922487,6373915.0,0.0172,-73.73,14000,0.88,3.18,-9.12,3.33,-13.21,3.83,-24.54,8.0,60.55,13280,15930,19288,
5192,CNCK,Financial Services,Capital Markets,NASDAQ,55.61,11.59,109.5,89.0,44.09,6.56,46.41,8.21,51.63,10.63,43.5,6.58,2.09,275932053.77109385,135927122.0,0.0126,-77.55,105500,0.05,1.96,6.63,1.89,10.58,1.89,10.58,11.35,45.94,5570600,2093840,1277594,0.165
5193,MTVA,Healthcare,Biotechnology,NASDAQ,55.61,11.59,127.04,95.08,36.13,4.63,29.48,3.91,16.02,1.57,76.44,26.9,1.88,5732450.773876905,5164370.0,0.0239,-90.12,84407000,28.53,1.23,52.85,1.38,36.23,1.39,35.25,9.54,195.06,8582270,2958193,1834110,
5194,SE,Consumer Cyclical,Internet Retail,NYSE,55.54,11.55,93.17,47.17,58.09,11.72,57.97,13.07,70.31,20.6,82.89,34.99,87.28,54039511432.12987,612484522.0,0.0579,-56.21,3230500,0.71,89.19,-2.14,87.11,0.2,85.5,2.08,5.23,27.99,6417230,4578150,4201062,0.466
5195,DEFT,Financial Services,Capital Markets,NASDAQ,55.52,11.54,85.02,22.48,53.84,9.83,45.25,7.8,35.18,5.01,38.55,4.98,0.68,275321831.36920315,387777239.0,0.049000002,-82.78,3287400,0.63,0.73,-6.85,0.75,-9.33,0.71,-4.23,8.52,24.17,5216070,5246640,7227698,-0.744
5196,ZG,Communication Services,Internet Content & Information,NASDAQ,55.49,11.52,78.66,11.96,59.76,12.65,61.3,14.82,55.95,12.44,84.06,36.79,36.42,8708197202.81147,228801810.0,0.1449,-59.63,1368400,1.31,40.01,-8.97,42.61,-14.53,42.69,-14.69,5.08,12.98,1413890,1042920,1062968,0.184
5197,JBI,Industrials,Building Products & Equipment,NYSE,55.44,11.5,82.01,17.0,57.96,11.6,63.56,16.03,87.09,34.45,61.13,14.25,4.74,656047719.9855609,136392459.0,0.038900003,-56.11,1491000,0.91,5.03,-5.77,5.17,-8.32,5.25,-9.71,5.97,37.07,1967680,1632690,1796188,0.058
5198,BSX,Healthcare,Medical Devices,NYSE,55.43,11.48,88.11,30.03,55.33,10.44,55.11,11.54,66.7,18.55,87.87,42.86,56.81,78301191283.31961,1486355179.0,0.019299999,-48.12,22601500,1.24,54.6,4.05,57.17,-0.63,62.34,-8.87,3.01,33.38,18939140,18189113,17151228,0.116
5199,VRRM,Technology,Information Technology Services,NASDAQ,55.41,11.47,82.35,17.65,60.3,12.98,59.93,13.93,72.91,22.46,77.53,28.15,13.28,1989977212.2477894,151906653.0,0.0317,-48.59,1711600,1.04,13.7,-3.07,14.38,-7.65,14.59,-8.98,4.13,10.03,2387760,1646483,1746236,0.001
5200,RGNX,Healthcare,Biotechnology,NASDAQ,55.4,11.44,60.69,2.44,80.48,28.91,77.49,26.61,77.18,25.39,134.18,89.05,5.66,295710381.27340746,51697621.0,0.13949999,-65.04,1781100,1.36,8.48,-33.25,8.73,-35.17,8.73,-35.17,15.92,17.76,2778090,1306323,1097904,-0.928
5201,WAY,Healthcare,Health Information Services,NASDAQ,55.4,11.44,81.24,15.38,59.75,12.63,69.13,19.92,59.82,14.21,90.0,46.49,19.6,3439205194.166649,191812891.0,0.067,-52.76,3071500,1.11,19.52,0.41,21.75,-9.89,23.07,-15.04,7.21,25.82,2441000,2771516,2533554,0.224
5202,RENT,Consumer Cyclical,Apparel Retail,NASDAQ,55.38,11.42,63.99,3.1,87.22,37.84,79.0,28.07,108.98,70.25,67.63,18.09,3.41,127477093.60037327,33546604.0,0.03,-66.34,103500,0.93,4.23,-19.39,4.52,-24.56,4.76,-28.36,8.59,22.19,95310,110940,84918,0.2
5203,TAOP,Technology,Software - Infrastructure,NASDAQ,55.37,11.4,94.17,52.16,50.35,8.51,50.34,9.55,39.22,6.47,37.21,4.58,1.3,12484160.842083693,9603201.0,0.0050999997,-85.56,6400,0.71,1.31,-0.76,1.29,0.78,1.34,-2.99,4.95,108.89,6240,8953,22818,-0.026
5204,GAIA,Communication Services,Entertainment,NASDAQ,55.33,11.38,83.95,20.42,55.48,10.51,62.53,15.41,63.39,16.38,66.85,17.41,2.42,59994594.22302246,25314176.0,0.0275,-62.13,50400,0.67,2.46,-1.63,2.75,-12.0,2.82,-14.18,8.38,29.58,104230,75476,78666,0.02
5205,FLO,Consumer Defensive,Packaged Foods,NYSE,55.31,11.37,78.68,12.01,59.94,12.76,61.2,14.78,70.03,20.44,56.49,11.59,7.21,1521129396.6924272,211856467.0,0.15609999,-58.3,11350900,1.57,7.87,-8.39,8.34,-13.55,8.37,-13.86,5.73,14.53,12301520,7221230,6389774,0.068
5206,VYX,Technology,Information Technology Services,NYSE,55.29,11.35,84.0,20.56,62.34,14.15,59.78,13.83,72.44,22.21,70.64,20.98,6.48,917795764.4722939,137807175.0,0.3319,-55.83,1901900,0.82,7.24,-10.5,7.13,-9.12,6.8,-4.71,7.88,15.66,2764180,2313800,2368960,-0.01
5207,PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,55.28,11.33,84.85,22.11,55.52,10.52,55.16,11.57,75.24,24.02,46.83,7.51,10.61,1468081992.1951962,138367770.0,0.15020001,-62.69,2530600,1.08,11.15,-4.84,11.41,-7.01,10.8,-1.76,4.62,16.33,2749380,2353123,3080020,-0.072
5208,ALT,Healthcare,Biotechnology,NASDAQ,55.26,11.31,75.94,9.26,59.6,12.56,68.42,19.5,87.12,34.5,94.18,57.84,2.74,554251320.3534994,194474154.0,0.1826,-64.55,2512300,0.55,2.99,-8.36,2.96,-7.43,3.2,-14.37,5.99,6.09,3028350,4535463,4083132,
5209,INVZ,Consumer Cyclical,Auto Parts,NASDAQ,55.26,11.31,93.76,50.12,57.85,11.54,50.54,9.6,76.61,25.06,120.11,84.6,0.7,157889341.20287842,214523561.0,0.0992,-72.44,2518400,0.77,0.76,-7.89,0.71,-1.41,0.69,1.45,11.78,6.07,5429920,3275313,3112046,1.103
5210,PLUR,Healthcare,Biotechnology,NASDAQ,55.23,11.28,69.68,5.39,74.94,23.68,79.47,28.53,76.1,24.7,70.77,21.11,2.52,36310623.18693733,10774666.0,0.010299999,-57.72,69600,7.22,3.31,-23.87,3.35,-24.78,3.33,-24.32,12.53,95.02,18470,9643,8112,-0.609
5211,SRAD,Technology,Software - Application,NASDAQ,55.2,11.27,82.27,17.47,54.61,10.14,67.51,18.81,67.38,18.93,81.96,33.51,13.29,3696436190.6420403,295951662.0,0.061,-58.75,2594600,0.54,12.95,2.63,13.2,0.68,15.77,-15.73,5.46,31.69,2819710,4781740,3743208,0.113
5212,LU,Financial Services,Credit Services,NYSE,55.07,11.24,81.9,16.7,64.36,15.36,60.34,14.2,91.3,39.78,79.27,30.08,1.78,1620708232.1726947,866688892.0,5.58,-61.05,855200,0.7,1.92,-7.29,1.91,-6.81,1.96,-9.18,3.73,0.0,858110,1220663,1476138,
5213,CALC,Healthcare,Biotechnology,NASDAQ,55.07,11.24,96.53,66.49,44.93,6.75,17.01,1.72,20.6,2.27,151.22,92.08,0.62,10379306.44986397,15798031.0,0.0348,-91.39,70800,0.45,0.64,-3.12,0.61,1.64,0.64,-3.12,9.09,69.2,140710,157313,211806,
5214,XYF,Financial Services,Credit Services,NYSE,55.03,11.21,96.11,64.72,57.58,11.4,47.49,8.62,38.15,6.01,60.72,14.02,4.68,181411176.2992754,38516173.0,0.0114,-77.01,103900,0.78,4.82,-2.9,4.77,-1.89,4.44,5.41,5.22,45.03,115880,132846,162072,-0.141
5215,LDI,Financial Services,Mortgage Finance,NYSE,55.03,11.21,67.7,4.23,71.84,21.1,73.75,23.57,96.38,51.7,140.88,90.39,1.14,422279873.75,337823899.0,0.1391,-77.43,2480300,1.23,1.29,-11.63,1.44,-20.83,1.48,-22.97,8.48,10.34,2529880,2022316,2282158,0.017
5216,SPWR,Technology,Solar,NASDAQ,55.02,11.18,83.0,18.86,57.33,11.35,55.79,11.86,86.84,34.16,99.92,69.17,1.02,148367237.80560732,145458079.0,0.17790002,-55.07,1115000,0.51,1.04,-1.92,1.0,2.0,1.13,-9.73,9.17,21.39,1807620,2170113,1738866,-0.101
5217,GOGO,Communication Services,Telecom Services,NASDAQ,55.01,11.16,87.99,29.64,60.22,12.93,60.67,14.41,46.16,8.77,66.83,17.4,4.08,524725484.7168207,135238523.0,0.21280001,-75.74,1327900,0.91,4.2,-2.86,4.23,-3.55,4.35,-6.21,7.23,20.33,1605430,1460583,1741306,-0.017
5218,BLND,Technology,Software - Application,NYSE,54.97,11.15,86.41,25.7,51.12,8.86,45.4,7.83,44.11,7.91,72.67,22.77,1.48,351069162.7450218,242116656.0,0.069299996,-67.04,5980400,1.58,1.48,0.0,1.48,0.0,1.58,-6.33,9.5,7.11,5710520,3780000,4512822,0.149
5219,MNTS,Industrials,Aerospace & Defense,NASDAQ,54.94,11.13,118.32,92.99,38.38,5.24,39.05,6.15,24.68,2.81,26.87,2.49,5.81,33681031.5212574,6180006.0,0.1859,-86.67,1892900,0.55,5.45,6.61,5.3,9.62,4.8,21.04,13.45,33.28,3021310,3435070,2408762,8.984
5220,MAMO,Consumer Cyclical,Recreational Vehicles,NASDAQ,54.93,11.1,92.54,44.29,47.44,7.32,35.02,5.3,26.1,3.1,136.28,89.38,0.98,41224540.897119045,41640950.0,0.0381,-82.47,49200,0.02,0.99,-1.01,1.0,-2.0,1.02,-3.92,4.2,65.62,83200,2268026,1412738,0.157
5221,PTLO,Consumer Cyclical,Restaurants,NASDAQ,54.93,11.1,70.52,5.76,65.13,15.86,76.76,26.03,76.39,24.9,47.81,7.91,3.98,288076214.2205572,72380958.0,0.1338,-70.1,2276400,1.14,4.12,-3.4,5.16,-22.87,5.37,-25.88,8.61,30.66,2730420,1990343,1714256,0.035
5222,RPD,Technology,Software - Infrastructure,NASDAQ,54.93,11.1,103.7,82.99,38.57,5.3,33.99,5.04,29.94,3.81,51.21,9.23,6.96,434399017.0,66830618.0,0.1294,-73.08,2550100,1.15,6.57,5.94,6.34,9.78,6.06,14.85,6.75,59.58,2099650,2209180,2272506,-0.003
5223,TIL,Healthcare,Biotechnology,NASDAQ,54.84,11.06,92.54,44.29,60.94,13.33,63.49,16.01,46.67,8.96,42.89,6.38,8.02,54730552.32030487,6781977.0,0.0647,-81.26,59800,2.21,8.07,-0.62,8.06,-0.5,8.29,-3.26,3.42,-0.0,38920,27093,27602,
5224,OI,Consumer Cyclical,Packaging & Containers,NYSE,54.8,11.05,79.27,12.71,55.54,10.54,70.14,20.66,106.35,66.84,90.86,48.26,8.6,1280051409.5291424,153299563.0,0.1177,-49.14,3987800,1.57,8.84,-2.71,9.36,-8.12,10.09,-14.77,6.05,88.46,2405450,2535596,2520222,-0.017
5225,STIM,Healthcare,Medical Devices,NASDAQ,54.77,11.03,65.47,3.41,80.52,28.95,49.71,9.28,52.49,11.14,52.44,9.65,1.18,89072433.20907593,69587840.0,0.3048,-75.67,3217700,1.3,1.46,-19.18,1.63,-27.61,1.5,-21.33,19.03,28.95,3286460,2479166,2484500,0.078
5226,HXHX,Industrials,Integrated Freight & Logistics,NASDAQ,54.75,11.01,78.28,11.5,65.77,16.48,67.04,18.52,51.92,10.78,37.19,4.56,0.44,6187499.836087227,13750000.0,0.0152,-79.15,33200,0.09,0.46,-4.35,0.52,-15.38,0.51,-13.73,13.6,28.4,74060,364983,660684,-0.065
5227,ATHR,Technology,Software - Application,NASDAQ,54.72,10.98,103.94,83.42,52.97,9.56,50.05,9.45,45.4,8.42,74.13,24.07,3.64,45178395.94746351,12144730.0,0.099300005,-81.51,1500,0.12,3.79,-3.96,3.85,-5.45,3.18,14.47,9.4,-0.0,8250,12320,13218,-0.045
5228,REPL,Healthcare,Biotechnology,NASDAQ,54.72,10.98,128.29,95.46,33.13,4.14,28.34,3.6,89.21,36.9,110.47,79.26,4.7,431029053.8555751,82572619.0,0.4592,-64.5,4529000,0.43,4.38,7.31,3.42,37.43,5.0,-6.0,13.24,1.61,8467530,10518240,7039010,
5229,QRHC,Industrials,Waste Management,NASDAQ,54.72,10.98,89.11,32.43,51.11,8.83,56.03,12.01,75.37,24.08,66.3,17.04,1.14,22064299.997992516,21013620.0,0.0041,-54.22,16700,0.43,1.09,4.59,1.11,2.7,1.14,0.0,5.14,136.59,47110,38643,67048,-0.098
5230,ARQ,Industrials,Pollution & Treatment Controls,NASDAQ,54.66,10.95,96.69,67.11,46.72,7.09,45.43,7.86,70.22,20.54,50.26,8.87,2.54,112466791.04747963,42926258.0,0.047,-67.81,167900,0.48,2.59,-1.93,2.43,4.53,2.3,10.43,7.14,22.05,341360,349810,965874,0.066
5231,HUBS,Technology,Software - Application,NYSE,54.65,10.93,82.78,18.34,60.26,12.97,51.47,9.97,42.24,7.48,56.13,11.46,208.19,10155212902.994629,51190708.0,0.1104,-68.18,2168700,1.08,202.47,2.83,217.11,-4.11,230.0,-9.48,9.22,15.22,2818520,2008266,1669300,0.234
5232,HELP,Healthcare,Biotechnology,NASDAQ,54.6,10.91,71.1,5.98,69.29,18.73,60.52,14.26,89.38,37.06,64.73,16.08,4.18,233005595.5766201,49894131.0,1.72,-57.48,915100,0.68,4.99,-16.23,5.16,-18.99,5.09,-17.88,7.83,9.17,700910,1343256,1123322,
5233,ELBM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,54.54,10.9,80.6,14.5,56.52,10.98,47.28,8.57,71.46,21.5,72.06,22.04,0.57,62139257.29561806,103738330.0,0.0097,-93.45,693600,0.63,0.62,-8.06,0.61,-6.56,0.61,-6.56,8.6,22.45,809490,1097893,950460,
5234,ACXP,Healthcare,Biotechnology,NASDAQ,54.43,10.88,81.42,15.97,52.27,9.25,48.23,8.94,27.59,3.37,48.92,8.32,1.88,8251656.775561094,4297738.0,0.0423,-91.05,153900,1.03,2.01,-6.47,2.05,-8.29,3.09,-39.16,9.22,63.45,113170,149053,3732306,
5235,KD,Technology,Information Technology Services,NYSE,54.41,10.86,81.95,16.81,48.12,7.63,45.78,8.02,34.86,4.95,64.66,16.05,12.03,2552062144.638977,225447192.0,0.15359999,-72.78,3842600,0.87,11.85,1.52,12.98,-7.32,12.93,-6.96,5.95,37.69,5373740,4395910,3970090,-0.008
5236,OFAL,Industrials,Engineering & Construction,NASDAQ,54.35,10.84,74.39,8.0,93.63,54.02,73.38,23.31,36.36,5.41,25.78,2.34,0.49,15024636.61340046,26266846.0,0.0291,-94.99,510200,1.76,0.66,-25.76,0.71,-30.99,0.58,-15.52,24.94,53.19,505100,290653,313748,4.05
5237,ROCK,Industrials,Building Products & Equipment,NASDAQ,54.34,10.83,78.58,11.86,59.23,12.4,62.57,15.45,85.05,32.21,67.57,18.03,33.82,1049438725.9023476,29661919.0,0.066199996,-54.95,307000,0.86,37.44,-9.67,38.27,-11.63,39.49,-14.36,6.03,2.94,431420,356180,361974,0.446
5238,TRUP,Financial Services,Insurance - Property & Casualty,NASDAQ,54.33,10.8,78.15,11.37,59.81,12.7,66.95,18.49,65.0,17.45,72.53,22.62,22.08,974045136.4320221,43620472.0,0.1019,-61.86,372500,0.97,23.46,-5.88,24.86,-11.18,25.48,-13.34,6.11,7.41,360290,383720,382816,0.123
5239,SDEV,Financial Services,Asset Management,NYSE ARCA,54.33,10.8,93.51,48.81,41.11,5.69,29.39,3.89,66.81,18.61,152.31,92.26,1.55,43665047.179125905,26625029.0,0.118999995,-98.45,53700,0.4,1.64,-5.49,1.47,5.44,1.48,4.73,10.28,0.0,111420,132843,334146,
5240,MNKD,Healthcare,Biotechnology,NASDAQ,54.29,10.78,91.07,38.06,49.71,8.27,48.53,9.01,107.12,68.06,94.87,59.83,2.96,954655986.4225945,308950166.0,0.097600006,-54.53,4543300,0.8,3.27,-9.48,3.0,-1.33,2.76,7.25,9.36,10.82,9820820,5654616,5852406,0.151
5241,SIEB,Financial Services,Capital Markets,NASDAQ,54.28,10.76,88.06,29.89,48.49,7.79,48.89,9.08,62.89,16.01,87.99,43.05,1.73,72465455.93911362,40940936.0,0.031,-70.02,18700,0.82,1.76,-1.7,1.78,-2.81,1.86,-6.99,3.88,44.68,19510,22750,27438,-0.193
5242,PBM,Healthcare,Biotechnology,NASDAQ,54.26,10.74,88.84,31.74,68.91,18.41,65.11,16.87,1.86,0.08,27.31,2.58,3.91,11260137.020069122,2293307.0,0.0182,-99.17,136400,0.03,5.2,-24.81,6.27,-37.64,4.45,-12.13,19.3,21.2,139650,5346780,3214094,
5243,Z,Communication Services,Internet Content & Information,NASDAQ,54.19,10.73,78.08,11.22,58.31,11.87,60.07,14.06,54.59,11.97,83.11,35.3,36.0,8616676129.687614,228801810.0,0.0763,-61.65,4166700,1.27,39.64,-9.18,42.36,-15.01,42.66,-15.61,5.41,12.32,4171050,3269880,3576754,0.184
5244,SLAI,Technology,Information Technology Services,NYSE,54.14,10.71,93.54,48.99,47.96,7.53,52.08,10.15,38.42,6.16,53.51,10.04,0.77,15035358.73133111,19783367.0,0.026600001,-90.46,129300,0.64,0.77,0.0,0.78,-1.28,0.81,-4.94,9.74,93.33,127440,200520,675284,-0.138
5245,XPOF,Consumer Cyclical,Leisure,NYSE,54.11,10.69,64.68,3.22,69.29,18.73,78.19,27.23,98.52,55.53,53.03,9.85,4.83,200590828.40251923,41877000.0,0.2666,-56.64,1045700,2.13,5.35,-9.72,6.03,-19.9,6.24,-22.6,8.88,95.6,760650,491793,496978,-0.21
5246,RXST,Healthcare,Medical Devices,NASDAQ,54.04,10.68,76.53,9.78,72.84,21.98,66.29,17.94,68.95,19.97,66.46,17.19,5.95,235132732.0138011,41396609.0,0.1421,-64.46,474400,0.67,5.85,1.71,6.56,-9.3,6.78,-12.24,6.66,15.15,867420,703696,717208,-0.185
5247,TKLF,Consumer Cyclical,Specialty Retail,NASDAQ,53.97,10.65,80.48,14.31,59.06,12.33,63.07,15.73,79.3,26.89,70.07,20.35,2.0,8804184.157064438,4232781.0,0.0802,-53.71,10800,1.61,2.11,-5.21,2.17,-7.83,2.29,-12.66,9.09,110.02,9380,6706,33588,0.943
5248,ZVIA,Consumer Defensive,Beverages - Non-Alcoholic,NYSE,53.97,10.65,99.53,74.98,52.27,9.25,46.63,8.34,49.76,9.92,98.18,66.37,1.35,95461073.61025918,71775241.0,0.038399998,-63.11,1403500,2.11,1.32,2.27,1.29,4.65,1.25,8.0,10.26,3.61,1329700,666336,617212,0.212
5249,HSDT,Financial Services,Asset Management,NASDAQ,53.92,10.62,100.59,77.55,48.45,7.75,33.15,4.83,26.66,3.27,22.83,1.9,2.16,126578307.7757721,55034048.0,0.0247,-99.16,152000,0.58,2.22,-2.7,2.15,0.47,2.06,4.85,6.32,29.32,263480,262573,334964,33.395
5250,KVYO,Technology,Software - Application,NYSE,53.92,10.62,68.37,4.63,82.11,31.03,69.04,19.9,45.79,8.62,72.77,22.99,14.7,4303643745.189857,299279813.0,0.1142,-60.01,10089700,1.46,14.9,-1.34,17.88,-17.79,18.36,-19.93,10.87,1.25,10402160,6908540,5373504,0.279
5251,HUMA,Healthcare,Biotechnology,NASDAQ,53.9,10.59,98.16,71.6,63.04,14.6,43.51,7.24,64.71,17.28,51.43,9.26,0.82,206477772.0280044,222019108.0,0.2028,-72.01,4168200,0.71,0.98,-16.33,0.89,-7.87,0.84,-2.38,14.52,0.0,8817710,5849343,7590798,-0.043
5252,LUCY,Healthcare,Medical Instruments & Supplies,NASDAQ,53.88,10.58,83.45,19.45,64.01,15.21,55.25,11.59,44.91,8.25,49.86,8.66,0.93,5859614.775065839,6300661.0,0.0043,-81.29,105400,1.09,0.99,-6.06,1.02,-8.82,1.06,-12.26,4.25,73.42,121350,96810,85514,0.702
5253,FMST,Basic Materials,Other Industrial Metals & Mining,NASDAQ,53.87,10.56,80.02,13.61,77.01,25.6,97.86,60.02,110.13,71.35,112.98,81.02,1.52,28653820.64473629,16280580.0,0.0117999995,-73.51,99900,0.7,1.68,-9.52,1.71,-11.11,1.79,-15.08,9.49,13.87,140550,142833,142482,
5254,VRM,Financial Services,Credit Services,NASDAQ,53.86,10.54,80.69,14.59,49.38,8.15,62.57,15.45,64.39,17.05,61.57,14.47,12.29,58208615.68889618,5206495.0,0.045700002,-64.88,4700,0.57,11.91,3.19,13.77,-10.75,13.65,-9.96,10.31,38.67,6490,8306,15086,-0.55
5255,SDHC,Real Estate,Real Estate - Development,NYSE,53.81,10.52,72.52,6.66,61.19,13.51,67.55,18.83,84.36,31.48,75.54,25.82,10.84,93238861.32684517,8347257.0,0.2636,-53.87,40900,0.45,11.99,-9.59,12.97,-16.42,13.06,-17.0,6.93,4.0,103450,90940,157352,-0.081
5256,HAIN,Consumer Defensive,Packaged Foods,NASDAQ,53.74,10.51,90.73,37.06,45.92,6.97,54.62,11.28,45.7,8.57,39.59,5.25,0.75,70397714.15782714,90253483.0,0.1082,-66.22,739400,0.71,0.75,0.0,0.77,-2.6,0.75,0.0,10.57,50.45,850770,1040440,1188752,-0.133
5257,WIMI,Communication Services,Advertising Agencies,NASDAQ,53.66,10.49,79.31,12.73,50.03,8.34,50.69,9.71,42.89,7.66,54.68,10.75,1.51,27945281.729332924,18385054.0,0.0543,-73.27,90400,0.1,1.56,-3.21,1.66,-9.04,1.78,-15.17,8.5,31.18,436640,944190,591138,-0.068
5258,REE,Consumer Cyclical,Auto Parts,NASDAQ,53.64,10.47,70.3,5.69,51.58,9.06,55.06,11.48,56.71,12.87,58.92,13.05,0.4,12665972.379824936,28656046.0,0.0134000005,-77.23,74200,1.61,0.43,-6.98,0.5,-20.0,0.56,-28.57,11.71,-0.0,65020,45996,40364,45.375
5259,PLAY,Communication Services,Entertainment,NASDAQ,53.63,10.46,82.98,18.76,47.97,7.54,53.25,10.68,77.58,25.56,49.69,8.61,10.72,351215372.6231718,34739405.0,0.3397,-69.83,1317800,0.8,10.3,4.08,11.11,-3.51,11.99,-10.59,6.45,105.64,1553210,1657523,1876174,-0.009
5260,EU,Energy,Uranium,NASDAQ,53.53,10.44,65.97,3.6,67.69,17.6,70.58,20.98,106.86,67.56,93.18,54.81,1.39,295234162.37529945,194233004.0,0.121199995,-66.75,4630600,1.68,1.64,-15.24,1.79,-22.35,1.86,-25.27,8.89,40.46,3763940,2752756,2715202,0.003
5261,DJT,Communication Services,Internet Content & Information,NASDAQ,53.5,10.42,79.2,12.65,54.08,9.97,52.13,10.19,59.28,13.98,44.67,6.94,8.0,2401189709.8899,276953828.0,0.074499995,-70.37,3323900,0.87,8.75,-8.57,9.07,-11.8,9.28,-13.79,4.89,0.0,4095080,3820416,3714476,0.061
5262,LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,53.47,10.41,79.75,13.29,61.66,13.74,63.91,16.32,97.03,52.75,98.61,67.21,4.38,165041394.3771758,37509407.0,0.088599995,-51.22,161100,0.63,4.58,-4.37,4.85,-9.69,4.76,-7.98,6.54,55.86,197640,256580,380738,
5263,GTBP,Healthcare,Biotechnology,NASDAQ,53.46,10.39,101.84,79.84,43.11,6.2,34.12,5.09,37.5,5.78,39.65,5.27,0.43,14035215.529181063,35622375.0,0.017,-88.83,3584200,2.54,0.38,13.16,0.35,22.86,0.39,10.26,12.71,126.27,2777860,1408500,1094760,
5264,AZTA,Healthcare,Medical Instruments & Supplies,NASDAQ,53.4,10.37,66.83,3.93,77.67,26.32,70.74,21.08,79.8,27.45,97.77,65.72,17.65,738406741.1796112,46092804.0,0.2035,-57.7,1795200,1.42,17.54,0.63,21.43,-17.64,21.87,-19.3,8.94,95.11,2075700,1261036,1174464,0.01
5265,INTZ,Technology,Software - Infrastructure,NASDAQ,53.39,10.36,86.02,24.63,50.95,8.77,53.67,10.88,50.6,10.22,109.1,78.1,0.73,15073109.034254551,20369066.0,0.0164,-72.35,109400,0.91,0.76,-3.95,0.78,-6.41,0.89,-17.98,7.14,76.71,139370,120073,139560,-0.116
5266,CHWY,Consumer Cyclical,Internet Retail,NYSE,53.36,10.34,73.3,7.19,68.97,18.46,71.09,21.37,61.57,15.32,75.69,26.09,19.66,8866886080.029366,416676964.0,0.0892,-59.56,19129600,2.38,22.23,-11.56,24.08,-18.36,25.09,-21.64,5.53,17.94,10174630,8053856,8311548,0.005
5267,SLND,Industrials,Engineering & Construction,NYSE ARCA,53.33,10.32,107.11,87.15,33.51,4.19,26.9,3.28,32.68,4.45,81.72,33.18,1.27,65062660.98535776,54218882.0,0.048299998,-76.22,36300,0.38,1.21,4.96,1.13,12.39,1.11,14.41,11.61,0.0,107540,94916,511054,-0.28
5268,IMA,Healthcare,Biotechnology,NASDAQ,53.28,10.31,87.35,27.93,55.12,10.32,57.16,12.5,57.17,13.2,41.27,5.86,5.25,64065456.46380901,11279130.0,0.0424,-70.83,14800,0.02,5.69,-7.73,5.76,-8.85,5.6,-6.25,7.78,0.0,60610,699870,436410,
5269,JBDI,Consumer Cyclical,Specialty Retail,NASDAQ,53.26,10.29,84.25,20.98,52.6,9.4,66.28,17.91,73.12,22.67,101.04,70.62,0.54,11607729.312212944,19029064.0,0.0018000001,-82.0,20900,2.19,0.58,-6.9,0.58,-6.9,0.61,-11.48,6.44,28.75,12200,9536,20270,-0.081
5270,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,53.18,10.27,71.22,6.03,59.89,12.75,65.79,17.38,90.88,38.98,71.77,21.84,6.78,895892130.0,127984590.0,0.2158,-52.32,2959100,1.11,7.26,-6.61,8.19,-17.22,8.29,-18.21,6.12,42.17,4061060,2664913,2552482,-0.064
5271,JZ,Technology,Information Technology Services,NASDAQ,53.16,10.26,98.13,71.47,58.79,12.21,49.1,9.16,40.32,6.95,43.35,6.5,0.88,47249380.0,47249380.0,0.0001,-80.7,132300,1.24,0.89,-1.12,0.9,-2.22,0.91,-3.3,19.81,45.9,250990,106753,224580,0.581
5272,ECX,Consumer Cyclical,Auto Parts,NASDAQ,53.1,10.24,77.16,10.42,56.46,10.95,71.19,21.46,80.77,28.16,95.09,60.4,0.96,415355395.2792492,381059984.0,0.0189,-64.44,1791900,1.61,1.09,-11.93,1.11,-13.51,1.1,-12.73,8.42,37.1,1416450,1111013,2465500,0.129
5273,THRY,Technology,Software - Application,NASDAQ,53.09,10.22,96.8,67.68,51.47,9.03,39.12,6.19,38.98,6.33,36.52,4.34,3.55,151232774.06657267,44349786.0,0.109799996,-75.2,884500,0.98,3.52,0.85,3.56,-0.28,3.17,11.99,9.0,46.93,913620,904996,886060,-0.075
