Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS_Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
773,IMTX,Healthcare,Biotechnology,NASDAQ,126.17,86.0,95.74,61.8,85.0,88.64,88.21,94.74,10.7,1485637244.428998,136673161.0,0.056199998,-13.78,644787,1.48,11.11,-3.69,11.15,-4.04,10.54,1.52,5.6,86.84,637828,434839,512199,-0.649
774,CVEO,Consumer Cyclical,Lodging,NYSE,126.16,85.98,108.48,88.37,80.86,80.16,72.53,34.45,34.02,372181478.592041,10943296.0,0.035,-6.79,103077,1.31,32.81,3.69,31.94,6.51,29.73,14.43,5.64,65.72,91517,78655,72453,0.199
775,CARE,Financial Services,Banks - Regional,NASDAQ,126.13,85.97,104.56,84.08,84.02,80.44,72.33,44.68,26.5,582438861.7551422,22222010.0,0.044299997,-2.72,319882,0.93,26.36,0.53,25.58,3.6,23.59,12.34,2.88,95.76,331198,342846,307681,2.6
776,PTHS,Healthcare,Biotechnology,NYSE ARCA,126.07,85.95,111.72,90.28,76.32,58.22,81.35,95.67,27.0,92869232.01346397,3475645.0,0.0234,-50.27,61639,2.84,26.32,2.58,25.26,6.89,23.81,13.4,5.0,35.55,31853,21677,15958,
777,AENT,Communication Services,Entertainment,NASDAQ,126.04,85.93,94.01,51.51,86.08,83.05,44.46,92.43,6.4,341414369.280653,50957370.0,0.115,-27.27,30010,1.29,6.97,-8.18,7.24,-11.6,7.04,-9.09,9.59,4.89,32311,23330,26038,0.212
778,WSR,Real Estate,REIT - Retail,NYSE,125.97,85.92,103.43,82.53,85.04,86.05,70.36,54.09,18.97,975971611.4668522,51393977.0,0.0139,-0.21,655891,0.98,18.98,-0.05,18.96,0.05,17.84,6.33,0.19,0.0,432869,666339,506741,0.089
779,NSYS,Healthcare,Medical Devices,NASDAQ,125.82,85.9,92.35,43.4,87.95,91.42,53.21,18.98,12.25,34680166.51358795,2794534.0,0.0099,-20.4,1262,0.05,12.89,-4.97,13.51,-9.33,12.51,-2.08,8.62,4.26,17086,24988,23357,0.127
780,TK,Energy,Oil & Gas Midstream,NYSE,125.8,85.88,97.62,70.26,89.5,89.33,87.5,88.82,13.38,1150296296.854663,87011821.0,0.056700002,-6.95,467727,0.92,13.53,-1.11,13.33,0.38,12.63,5.94,3.74,14.99,584782,510720,531010,0.235
781,BAK,Basic Materials,Chemicals,NYSE,125.77,85.86,124.77,94.54,72.09,69.77,62.35,19.26,4.85,1952572647.4024153,398484206.0,0.0456,-10.1,2313195,0.95,4.45,8.99,4.01,20.95,4.0,21.25,7.51,26.09,3015939,2440043,2773549,-0.204
782,FBRX,Healthcare,Biotechnology,NASDAQ,125.77,85.86,66.83,3.9,95.33,96.96,96.17,92.89,20.07,473265473.36927795,20478817.0,0.051,-43.94,323701,0.93,23.98,-16.31,26.22,-23.46,27.24,-26.32,11.18,46.34,238580,349810,304704,
783,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,125.74,85.83,108.9,88.61,91.0,81.5,54.54,35.08,47.09,2621532477.485523,47612285.0,0.082600005,-33.2,1163495,0.84,54.14,-13.02,51.59,-8.72,41.07,14.66,9.72,29.28,1188169,1381516,1190337,0.214
784,MIAX,Financial Services,Capital Markets,NYSE,125.69,85.81,115.04,91.91,78.83,70.03,59.16,86.78,53.31,5329981935.278328,94907086.0,0.031600002,-6.7,708155,0.61,53.01,0.57,49.58,7.52,44.34,20.23,3.99,14.09,1450835,1151911,1253317,0.13
785,ATNI,Communication Services,Telecom Services,NASDAQ,125.6,85.8,93.84,50.55,87.57,88.51,91.57,82.24,26.98,405900701.28227234,15380853.0,0.0189,-11.4,55814,0.78,26.67,1.16,27.48,-1.82,26.94,0.15,4.89,49.28,75641,71890,78734,0.016
786,TSHA,Healthcare,Biotechnology,NASDAQ,125.52,85.78,86.63,26.15,94.02,95.6,91.99,94.28,5.18,1712671690.161953,287361020.0,0.1419,-29.04,2059222,0.75,6.37,-18.68,6.42,-19.31,5.42,-4.43,8.36,0.0,2546062,2729860,2850938,
787,UGP,Energy,Oil & Gas Refining & Marketing,NYSE,125.42,85.76,93.42,48.51,88.36,90.73,88.74,84.23,5.63,6187402301.536044,1079825878.0,0.0025,-9.19,5530211,1.88,5.9,-4.58,5.89,-4.41,5.65,-0.35,3.55,17.53,3856431,2934793,3093724,0.103
788,CMP,Basic Materials,Other Industrial Metals & Mining,NYSE,125.39,85.75,107.92,87.79,81.86,83.66,85.17,70.83,28.22,1231477529.8058395,41958348.0,0.055,-12.87,691977,1.03,28.82,-2.08,27.35,3.18,25.2,11.98,7.23,45.07,1022767,672219,684031,-0.084
789,OIS,Energy,Oil & Gas Equipment & Services,NYSE,125.35,85.73,87.33,27.89,88.32,93.04,97.03,77.2,9.09,542342682.9271793,60193415.0,0.0431,-37.31,462588,0.52,8.97,1.34,10.03,-9.37,10.96,-17.06,5.54,3.97,1119388,884639,916737,-0.091
790,DRUG,Healthcare,Biotechnology,NASDAQ,125.31,85.71,84.75,21.89,92.55,93.73,94.66,92.95,74.54,758211374.617218,9787161.0,0.099700004,-39.77,234754,1.22,82.36,-9.49,85.32,-12.63,80.69,-7.62,6.32,32.71,208455,192998,185837,
791,EC,Energy,Oil & Gas Integrated,NYSE,125.28,85.7,100.4,77.09,87.13,84.5,80.88,70.44,14.01,26910876994.845486,2055834735.0,0.041100003,-10.31,2951827,1.04,13.19,6.22,13.45,4.16,13.53,3.55,4.05,92.63,2964812,2836930,3185520,-0.087
792,AEF,Financial Services,Asset Management,NYSE ARCA,125.27,85.68,99.56,75.11,86.54,86.35,87.4,80.07,9.02,371909037.64471436,40601424.0,1.24,-9.71,99752,0.55,9.51,-5.15,9.28,-2.8,8.36,7.89,3.17,49.0,143335,181988,178919,-0.023
793,EXK,Basic Materials,Silver,NYSE,125.14,85.66,89.63,33.77,80.0,81.37,97.01,92.18,9.01,2904435071.8554134,296068802.0,2.75,-40.53,7833679,0.98,10.26,-12.18,9.75,-7.59,9.68,-6.92,9.42,15.32,10424287,7995379,9199743,2.302
794,VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,125.08,85.65,103.2,82.15,85.41,86.57,89.91,56.22,16.17,19191827204.8301,1164552654.0,0.0325,-7.76,11746133,0.99,16.84,-3.98,15.82,2.21,14.56,11.06,3.8,24.42,15763293,11869347,11122926,0.081
795,KNX,Industrials,Trucking,NYSE,125.06,85.63,106.07,85.73,78.3,82.04,80.73,40.24,68.37,11221835243.286133,162494000.0,0.0478,-1.41,2897799,0.72,64.81,5.49,64.48,6.03,60.53,12.95,4.16,37.28,5683459,4029566,3640137,0.014
796,IOVA,Healthcare,Biotechnology,NASDAQ,125.02,85.61,94.67,54.58,88.44,83.22,67.83,28.26,3.46,1540433287.4908934,446502396.0,0.275,-38.54,8531193,0.53,3.6,-3.89,3.56,-2.81,3.69,-6.23,7.68,67.74,16586899,16211519,15011029,0.448
797,RDZN,Technology,Software - Application,NASDAQ,124.86,85.6,120.74,93.7,84.23,24.49,64.37,90.73,1.75,149390727.73016834,84401542.0,0.008,-31.64,246401,0.36,1.8,-2.78,1.71,2.34,1.39,25.9,13.68,20.89,939400,677170,436494,0.188
798,DVA,Healthcare,Medical Care Facilities,NYSE,124.81,85.58,121.93,94.02,66.68,74.83,67.2,26.06,194.61,12820312252.578735,64185000.0,0.1807,-3.99,733598,0.85,197.28,-1.35,173.91,11.9,160.44,21.3,4.39,5.97,1219969,858403,877739,0.06
799,MRX,Financial Services,Capital Markets,NASDAQ,124.78,85.56,106.03,85.66,83.93,81.57,62.26,34.74,54.47,4043953599.206238,71930870.0,0.0324,-7.08,778013,0.68,55.15,-1.23,53.58,1.66,47.35,15.04,4.42,5.82,1067461,1137697,1149014,0.551
800,OGC,Basic Materials,Gold,NYSE,124.76,85.55,87.56,28.48,88.95,91.37,97.48,94.55,29.72,7028453056.286198,223764823.0,4.15,-31.41,88253,0.35,32.08,-7.36,31.76,-6.42,32.37,-8.19,5.62,7.78,330895,248818,175319,0.985
801,XELB,Consumer Cyclical,Apparel Manufacturing,NASDAQ,124.73,85.52,101.02,78.52,87.21,82.28,90.53,5.17,2.14,12689689.179098845,6014071.0,0.012200001,-32.49,30842,1.18,2.16,-0.93,2.2,-2.73,1.82,17.58,9.95,131.49,17554,26114,38050,-0.034
802,DY,Industrials,Engineering & Construction,NYSE,124.73,85.52,94.82,55.3,90.38,88.73,91.45,91.67,413.35,13129234498.05481,30018599.0,0.0748,-11.07,525637,1.26,433.9,-4.74,424.81,-2.7,389.52,6.12,5.35,67.0,404233,417774,416832,0.344
803,CBOE,Financial Services,Financial Data & Stock Exchanges,BATS,124.65,85.49,110.62,89.74,81.57,74.16,72.45,74.03,362.97,37991415517.91919,104653784.0,0.0298,-1.34,986451,1.07,355.71,2.04,332.16,9.28,307.83,17.91,3.37,1.71,979905,920201,903253,0.065
804,MRNA,Healthcare,Biotechnology,NASDAQ,124.62,85.48,89.34,33.03,85.95,89.65,93.75,27.0,45.72,19458398504.62867,396786259.0,0.17979999,-23.22,5250289,0.71,50.12,-8.78,49.59,-7.8,51.07,-10.48,8.07,2.57,10315168,7404512,7007775,2.602
805,HYPR,Healthcare,Medical Devices,NASDAQ,124.55,85.46,100.02,76.15,90.93,73.98,69.77,77.04,1.41,153869016.0664215,99270336.0,0.0125,-36.49,384923,0.57,1.62,-12.96,1.54,-8.44,1.34,5.22,10.19,27.83,566932,680390,620456,0.826
806,SAIA,Industrials,Trucking,NASDAQ,124.52,85.44,104.37,83.89,79.83,81.03,82.26,22.44,448.95,12246992980.252197,26601922.0,0.044899996,-3.06,254710,0.56,448.77,0.04,441.5,1.69,395.0,13.66,4.82,34.4,353541,455600,488202,0.024
807,MOB,Industrials,Aerospace & Defense,NASDAQ,124.5,85.43,89.91,34.81,90.66,89.93,89.68,96.74,5.33,69609877.10154915,12633371.0,0.059,-51.63,79122,0.29,5.94,-10.27,6.17,-13.61,5.71,-6.65,9.54,1.97,158682,268807,271600,0.39
808,WDS,Energy,Oil & Gas E&P,NYSE,124.44,85.41,99.71,75.47,85.68,88.49,73.35,55.43,23.27,43687280415.88542,1901100143.0,2.62,-7.62,413610,0.44,22.48,3.51,22.89,1.66,23.23,0.17,2.36,73.78,747871,940203,1213218,-0.111
809,NVGS,Energy,Oil & Gas Midstream,NYSE,124.41,85.39,108.81,88.55,84.26,79.53,74.12,75.06,23.9,1473301303.5290623,61721879.0,0.0399,0.13,416151,1.0,23.44,1.96,22.35,6.94,20.68,15.57,2.83,5.9,474365,417405,490777,-0.071
810,PGEN,Healthcare,Biotechnology,NASDAQ,124.4,85.38,91.38,39.26,89.19,90.9,90.02,95.71,4.16,1575778558.7996292,356510980.0,0.2054,-23.95,2948701,0.9,4.24,-1.89,4.16,0.0,3.9,6.67,6.21,69.71,4033740,3268550,4227842,16.339
811,RIO,Basic Materials,Other Industrial Metals & Mining,NYSE,124.34,85.36,97.83,70.71,84.48,84.25,87.68,76.63,100.92,168626029989.47076,1626251577.0,0.0106,-10.36,2292757,0.91,106.1,-4.88,102.5,-1.54,96.68,4.39,3.26,36.43,2779835,2524658,2755603,0.146
812,TECK,Basic Materials,Other Industrial Metals & Mining,NYSE,124.29,85.34,98.91,73.61,82.06,80.46,89.31,68.99,59.38,30055014189.38063,489894294.0,2.51,-12.25,3716365,1.18,63.21,-6.06,60.68,-2.14,55.93,6.17,4.51,32.84,3459956,3151845,3615849,0.722
813,XENE,Healthcare,Biotechnology,NASDAQ,124.21,85.32,95.82,62.53,85.86,86.89,63.52,74.73,54.05,5257639205.5000305,96665550.0,0.043,-15.48,843283,0.95,55.58,-2.75,55.78,-3.1,56.42,-4.2,3.26,68.09,829858,891189,1281789,
814,OABI,Healthcare,Biotechnology,NASDAQ,124.21,85.32,149.96,97.6,21.5,19.59,31.82,31.8,2.37,316040231.89796376,144972579.0,0.0398,3.27,1194050,1.36,1.91,24.08,1.66,42.77,1.65,43.64,5.93,78.21,1428195,876851,646219,2.473
815,HIVE,Financial Services,Capital Markets,NASDAQ,124.2,85.29,133.1,96.14,72.58,31.62,24.64,81.39,3.35,681260725.7914686,253256770.0,1.96,-57.27,51032866,2.31,2.97,12.79,2.72,23.16,2.36,41.95,9.39,74.69,27760656,22090262,17129447,2.186
816,CTNM,Healthcare,Biotechnology,NASDAQ,124.17,85.28,86.92,26.99,92.9,91.59,94.5,88.48,12.76,512941102.4232397,37386377.0,0.0493,-21.86,111262,0.47,13.91,-8.27,13.44,-5.06,13.24,-3.63,7.28,35.53,147076,237708,289455,
817,SUNC,Energy,Oil & Gas Midstream,NYSE,124.07,85.26,111.15,89.99,81.1,75.74,67.47,62.42,72.33,3678328015.8090057,51517198.0,0.0325,0.86,680523,1.17,68.69,5.3,66.11,9.41,62.75,15.27,2.74,99.44,720222,581377,564762,1.064
818,TTE,Energy,Oil & Gas Integrated,NYSE,123.99,85.24,100.6,77.58,85.43,84.97,76.99,69.71,92.9,205277965198.21124,2224512006.0,0.002,-0.82,840284,0.51,91.1,1.98,91.07,2.01,89.26,4.08,1.93,21.2,892328,1656866,2008059,0.034
819,VIRT,Financial Services,Capital Markets,NYSE,123.96,85.23,109.22,88.76,79.63,79.57,58.33,29.39,54.16,4741961391.257618,87024431.0,0.044,-2.11,1473233,1.02,52.67,2.83,50.71,6.8,47.3,14.5,3.24,0.85,1335733,1441084,1313516,0.303
820,DLTH,Consumer Cyclical,Apparel Retail,NASDAQ,123.95,85.21,96.8,67.66,85.29,88.31,27.06,82.35,3.15,114004807.3836236,38128698.0,0.024500001,-32.4,51855,0.72,3.13,0.64,3.3,-4.55,3.1,1.61,5.75,66.22,57265,72271,374513,-0.105
821,DSX,Industrials,Marine Shipping,NYSE,123.91,85.19,96.54,66.57,87.26,84.71,88.98,63.82,2.63,329856273.66548157,123541672.0,0.0361,-9.93,265908,0.45,2.72,-3.31,2.62,0.38,2.53,3.95,4.29,4.43,759910,585500,599390,-0.088
822,TWIN,Industrials,Specialty Industrial Machinery,NASDAQ,123.87,85.17,91.68,40.49,83.88,89.74,90.47,89.76,15.79,251966777.78663063,14422827.0,0.0069,-19.73,76013,1.28,17.91,-11.84,17.38,-9.15,16.56,-4.65,8.3,9.16,72401,59483,50390,0.19
823,MT,Basic Materials,Steel,NYSE,123.84,85.15,95.36,58.59,86.12,90.18,94.39,86.35,59.17,45739734473.17077,760427819.0,0.0064999997,-12.47,2624604,1.48,61.93,-4.46,59.97,-1.33,56.96,3.88,4.33,15.63,2007260,1773423,1820110,0.045
824,UAN,Basic Materials,Agricultural Inputs,NYSE,123.84,85.15,99.58,75.18,86.1,84.99,64.53,83.79,126.82,1368768121.0,10569638.0,0.0332,-9.09,46487,0.55,127.66,-0.66,127.39,-0.45,125.58,0.99,4.15,37.97,75578,85136,94419,0.26
825,MOV,Consumer Cyclical,Luxury Goods,NYSE,123.82,85.12,95.62,60.45,86.76,91.26,85.33,70.89,26.37,599468458.7477703,22227233.0,0.0402,-9.82,119127,0.88,27.2,-3.05,27.42,-3.83,25.87,1.93,3.1,26.32,129402,135124,153234,0.056
826,LBRX,Healthcare,Biotechnology,NASDAQ,123.72,85.11,90.18,35.61,92.08,91.73,85.16,38.12,27.27,850549493.9442902,28676652.0,0.1594,-18.52,163112,0.68,30.82,-11.52,31.18,-12.54,27.9,-2.26,6.26,41.6,144641,238133,254028,
827,INNV,Healthcare,Medical Care Facilities,NASDAQ,123.7,85.09,86.43,25.8,91.76,92.23,95.35,85.8,7.21,966443102.6262026,135736393.0,0.039300002,-32.55,238430,0.92,7.51,-3.99,7.76,-7.09,8.0,-9.88,5.97,5.81,344723,259117,278578,0.155
828,IMDX,Healthcare,Diagnostics & Research,NASDAQ,123.65,85.07,125.73,94.72,58.9,24.58,88.83,96.31,5.56,206979965.54291153,32290167.0,0.045,-34.67,323231,0.69,5.47,1.65,4.72,17.8,4.23,31.44,13.11,1.37,447333,471351,381818,-0.985
829,GNRC,Industrials,Specialty Industrial Machinery,NYSE,123.6,85.06,101.34,79.06,89.84,83.77,88.9,34.66,243.97,15522493374.912903,58868681.0,0.0477,-11.86,770004,0.95,264.9,-7.9,249.79,-2.33,222.53,9.63,4.32,54.93,758650,813093,901302,0.124
830,ARKO,Consumer Cyclical,Specialty Retail,NASDAQ,123.57,85.04,107.87,87.73,81.0,85.09,73.79,22.87,7.15,784178164.1127262,112185721.0,0.041100003,-2.59,682618,0.72,6.87,4.08,6.7,6.72,6.04,18.38,4.33,100.23,928821,941867,978540,-0.031
831,ROKU,Communication Services,Entertainment,NASDAQ,123.55,85.02,105.07,84.79,85.65,79.97,37.15,72.9,120.58,18316978503.221886,147693751.0,0.064899996,-8.23,2400066,0.89,126.02,-4.32,121.55,-0.8,108.46,11.17,4.21,19.51,2180106,2707915,2622143,0.224
832,DFSC,Industrials,Aerospace & Defense,NASDAQ,123.44,85.01,143.0,97.15,73.82,19.0,6.92,10.31,3.77,8094121.445923805,1993626.0,0.0639,-75.47,29295,0.17,4.16,-9.38,3.36,12.2,2.69,40.15,12.21,4.35,129789,174646,117875,0.677
833,BVS,Healthcare,Medical Devices,NASDAQ,123.43,84.99,104.7,84.21,86.42,79.9,70.04,32.92,10.66,716774342.6712341,67748048.0,0.031600002,-5.24,467463,0.97,10.53,1.23,10.24,4.1,9.65,10.47,5.21,53.66,559666,479982,474807,0.066
834,ENTA,Healthcare,Biotechnology,NASDAQ,123.4,84.97,93.64,49.55,89.52,87.41,88.31,93.02,13.76,389941071.36299133,29078380.0,0.0889,-19.77,202067,1.2,14.41,-4.51,14.09,-2.34,13.62,1.03,6.29,47.38,251066,169005,160317,0.15
835,RAMP,Technology,Software - Infrastructure,NYSE,123.38,84.96,126.91,95.06,67.63,57.73,24.1,44.65,37.68,1887824703.3279572,63648844.0,0.084300004,7.05,4547942,4.16,31.09,21.2,30.27,24.48,28.49,32.26,4.02,2.64,2194944,1092121,940988,0.086
836,BCAX,Healthcare,Biotechnology,NASDAQ,123.37,84.94,93.49,48.76,88.96,89.7,64.05,90.36,20.03,1329189179.103157,65703866.0,0.18959999,-17.4,423027,0.82,21.59,-7.23,22.05,-9.16,21.12,-5.16,6.06,116.09,626492,515140,552808,
837,WHLRP,Real Estate,REIT - Retail,NASDAQ,123.32,84.92,87.43,28.16,87.4,87.85,93.27,45.45,6.54,,,0.68,-15.61,4729,1.08,7.06,-7.37,7.1,-7.89,7.15,-8.53,3.27,645.94,1712,4377,8462,-0.014
838,FFIV,Technology,Software - Infrastructure,NASDAQ,123.31,84.91,116.23,92.42,74.58,67.1,43.69,24.54,383.5,20456489819.677338,56419247.0,0.037,4.83,759831,0.98,360.12,6.49,337.03,13.79,312.06,22.89,2.65,45.72,690113,777427,758052,0.11
839,GH,Healthcare,Diagnostics & Research,NASDAQ,123.27,84.88,99.81,75.71,79.36,83.14,90.13,97.23,98.19,12586385017.882278,132599929.0,0.1007,-18.68,1400630,0.67,96.28,1.98,91.9,6.84,89.38,9.86,5.39,90.83,1916633,2087654,2000280,0.483
840,HUM,Healthcare,Healthcare Plans,NYSE,123.27,84.88,139.34,96.89,53.47,24.89,19.69,28.0,310.55,36633164293.76221,120061500.0,0.0594,-1.52,1672597,0.89,286.59,8.36,255.95,21.33,212.33,46.26,4.15,64.45,2177219,1889576,1860565,0.235
841,TCMD,Healthcare,Medical Devices,NASDAQ,123.12,84.85,89.76,34.21,82.38,87.99,93.41,94.72,24.26,512929347.2372818,22556260.0,0.08229999,-35.77,259750,0.75,24.14,0.5,23.97,1.21,25.12,-3.42,5.4,69.45,392475,348308,312653,0.228
842,AIFF,Technology,Software - Application,NASDAQ,123.07,84.84,109.74,89.21,88.68,81.4,2.86,7.53,1.66,26472026.742520332,15571780.0,0.08140001,-55.97,133417,0.17,1.79,-7.26,1.98,-16.16,1.97,-15.74,8.13,7.41,272591,767027,5582978,10.279
843,ADUR,Industrials,Pollution & Treatment Controls,NASDAQ,123.06,84.81,109.81,89.28,84.06,72.39,70.19,92.16,13.76,464087696.99956703,33727303.0,7.22,-22.08,331427,0.94,13.64,0.88,13.11,4.96,11.79,16.71,8.37,57.31,441382,353627,322856,
844,GKOS,Healthcare,Medical Devices,NYSE,123.06,84.81,106.56,86.35,82.36,75.21,70.66,36.42,139.9,8458270200.474991,58733911.0,0.06,-4.67,573083,0.77,138.02,1.36,132.29,5.75,119.52,17.05,5.05,35.78,676698,740956,743841,0.412
845,SCCO,Basic Materials,Copper,NYSE,123.03,84.79,91.13,38.36,82.82,87.65,94.96,86.24,169.0,147492094636.51602,834325691.0,0.1142,-23.76,991413,0.7,180.98,-6.62,176.76,-4.39,175.44,-3.67,5.01,44.49,1481655,1420617,1587743,0.362
846,LODE,Basic Materials,Other Precious Metals & Mining,NYSE ARCA,123.02,84.76,120.0,93.49,63.49,33.02,45.79,76.33,3.92,264936663.88396358,75913084.0,0.048600003,-18.33,2483264,2.01,3.33,17.72,3.28,19.51,3.18,23.27,6.82,127.1,1937816,1235922,1230159,-0.601
847,BHP,Basic Materials,Other Industrial Metals & Mining,NYSE,123.02,84.76,101.6,79.48,82.48,83.29,86.76,52.77,81.87,214405129641.059,2540345092.0,0.0062,-10.48,3224196,1.28,85.76,-4.54,82.19,-0.39,76.83,6.56,3.28,33.19,2906239,2528666,2960429,0.108
848,RES,Energy,Oil & Gas Equipment & Services,NYSE,122.94,84.74,97.79,70.6,87.14,84.37,70.76,62.69,7.16,1533734527.1096325,221637935.0,0.2692,-12.25,979633,0.44,7.04,1.7,7.39,-3.11,7.04,1.7,4.43,15.75,2041903,2203267,2275212,0.366
849,SMSI,Technology,Software - Application,NASDAQ,122.89,84.71,109.31,88.82,81.38,53.41,12.08,16.49,0.79,21212648.213464737,25557408.0,0.0135,-39.23,46396,0.42,0.84,-5.95,0.83,-4.82,0.78,1.28,6.08,20.6,115059,111033,167293,-0.087
850,USAR,Basic Materials,Other Industrial Metals & Mining,NASDAQ,122.89,84.71,91.48,39.72,90.41,82.13,89.6,64.66,19.97,5439832440.610016,223035366.0,0.12100001,-54.59,13253168,0.73,24.97,-20.02,24.59,-18.79,20.47,-2.44,12.77,23.73,16585706,18257638,16090237,
851,ALGM,Technology,Semiconductors,NASDAQ,122.86,84.69,95.88,63.09,90.82,86.6,86.82,41.85,41.65,7986036214.26857,185290870.0,0.112399995,-18.97,1918879,0.8,45.95,-9.36,45.53,-8.52,38.66,7.73,7.29,68.47,3032547,2391575,2117021,0.261
852,FSEA,Financial Services,Banks - Regional,NASDAQ,122.8,84.67,114.72,91.76,82.41,37.94,64.77,70.64,16.7,78257123.75178528,4691674.0,0.0022,-0.6,12344,0.22,16.68,0.12,14.24,17.28,13.28,25.75,2.9,6.2,66714,55514,33676,0.202
853,SGHC,Consumer Cyclical,Gambling,NYSE,122.75,84.65,115.54,92.11,83.01,77.56,36.46,87.41,13.87,6676129168.754322,508076788.0,0.1277,-3.55,3430632,0.83,13.21,5.0,12.91,7.44,11.66,18.95,4.47,62.87,5023933,4111881,3275562,0.184
854,ASA,Financial Services,Asset Management,NYSE,122.74,84.64,89.16,32.61,84.75,86.17,95.26,92.62,61.14,1216332231.304596,18787956.0,0.00090000004,-26.51,79695,1.27,67.37,-9.25,65.93,-7.27,64.9,-5.79,5.38,11.24,93089,62646,67205,-0.003
855,CRWD,Technology,Software - Infrastructure,NASDAQ,122.72,84.62,132.52,96.07,54.97,45.46,20.8,80.73,616.88,151215060745.66937,254536521.0,0.0297,3.11,4457004,1.32,556.23,10.9,503.87,22.43,449.99,37.09,4.04,14.41,3632630,3372530,3388048,0.233
856,IMPP,Energy,Oil & Gas Midstream,NASDAQ,122.71,84.6,106.2,85.87,86.29,75.06,62.17,95.31,4.95,218381964.69047165,45213658.0,0.089099996,-24.66,277500,0.5,4.97,-0.4,4.85,2.06,4.61,7.38,4.77,16.93,465760,551270,592538,0.951
857,SHEN,Communication Services,Telecom Services,NASDAQ,122.68,84.59,103.25,82.26,80.81,81.18,72.56,30.52,16.46,880173027.4685326,55322001.0,0.065,-5.13,310062,0.89,16.06,2.49,16.14,1.98,15.47,6.4,5.37,36.37,282836,347575,303153,0.048
858,NOV,Energy,Oil & Gas Equipment & Services,NYSE,122.56,84.57,101.06,78.59,82.01,82.78,86.91,70.98,20.96,7310558638.791199,358888480.0,0.139,0.14,2631183,0.52,20.26,3.46,20.24,3.56,19.54,7.27,2.87,29.96,4878478,5012206,4982387,-0.024
859,KGEI,Energy,Oil & Gas E&P,NASDAQ,122.53,84.55,120.58,93.65,74.57,56.91,21.12,14.65,6.39,217001444.98186874,35515784.0,3.18,-22.73,279418,1.18,5.61,13.9,5.61,13.9,5.34,19.66,5.02,37.42,220881,237470,228128,0.195
860,AUR,Consumer Cyclical,Auto Parts,NASDAQ,122.44,84.53,126.07,94.83,76.87,37.87,33.3,12.73,6.94,15120875891.00396,1961203089.0,0.1807,-18.97,29967499,1.07,7.46,-6.97,6.41,8.27,5.22,32.95,9.28,18.64,38271249,28088906,24166251,
861,GPRK,Energy,Oil & Gas E&P,NYSE,122.34,84.52,107.53,87.52,80.11,80.39,61.73,67.49,10.17,619663863.1450729,64683076.0,0.0306,-1.64,557170,0.67,9.73,4.52,9.55,6.49,9.35,8.77,3.93,2.5,592387,829109,1062981,-0.065
862,DMRC,Technology,Software - Application,NASDAQ,122.27,84.5,134.98,96.56,37.49,34.77,7.86,8.52,9.54,217971359.24232006,22241975.0,0.3068,-34.84,100902,0.51,9.3,2.58,8.34,14.39,6.86,39.07,9.92,62.34,241380,196976,229308,-0.191
863,PANW,Technology,Software - Infrastructure,NASDAQ,122.25,84.48,133.69,96.31,46.78,33.52,20.59,43.07,240.13,196935131484.98535,811000000.0,0.0313,-2.31,10654154,1.33,221.39,8.46,199.82,20.17,178.75,34.34,4.32,4.24,9611795,8031645,7829307,0.149
864,FIVE,Consumer Cyclical,Specialty Retail,NASDAQ,122.2,84.46,89.62,33.72,89.86,93.07,92.7,88.29,214.39,11813208597.810654,55294929.0,0.0382,-14.8,1037238,0.97,216.65,-1.04,225.48,-4.92,225.39,-4.88,4.19,56.23,1023773,1070197,1169008,0.243
865,RHLD,Industrials,Specialty Business Services,NYSE,122.2,84.46,67.84,4.35,95.67,96.64,97.79,98.55,107.21,848865062.7997131,8257442.0,0.1035,-54.61,178737,1.0,110.76,-3.21,125.24,-14.4,140.57,-23.73,8.57,7.46,213233,178071,209586,2.925
866,CADL,Healthcare,Biotechnology,NASDAQ,122.13,84.43,112.71,90.72,82.68,73.89,28.07,21.63,7.66,642580029.5704536,73270239.0,0.261,-17.37,1938692,0.89,8.35,-8.26,7.52,1.86,6.1,25.57,9.02,27.51,2812229,2184499,1816633,
867,UVE,Financial Services,Insurance - Property & Casualty,NYSE,122.07,84.42,105.46,85.23,84.52,78.62,67.42,87.13,39.43,1081555822.5,27911118.0,0.023599999,-6.03,208283,0.94,39.45,-0.05,38.8,1.62,36.03,9.44,3.24,20.37,205178,222592,207579,-0.003
868,ERIC,Technology,Communication Equipment,NASDAQ,122.0,84.39,104.79,84.34,79.1,81.87,78.67,77.35,12.78,41557351787.5,3324588143.0,0.0183,-0.54,13241232,1.2,12.38,3.23,11.92,7.21,11.67,9.51,2.64,79.92,9062383,11021901,10495410,-0.103
